address,object_type,floors,contruction_date,square
"г Уфа, ул. Ленина, д.124",Другое строение,2,1963-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.127",Другое строение,3,1960-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.128",Многоквартирный дом,5,1962-01-01 00:00:00,3348.8
"г Уфа, ул. Ленина, д.130",Многоквартирный дом,5,1960-01-01 00:00:00,5429.3
"г Уфа, ул. Ленина, д.144",Многоквартирный дом,2,1935-01-01 00:00:00,420.0
"г Уфа, ул. Ленина, д.148",Многоквартирный дом,5,1935-01-01 00:00:00,1521.27
"г Уфа, ул. Ленина, д.148 корп.1",Другое строение,2,1983-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.148.",Другое строение,2,1980-01-01 00:00:00,0.02
"г Уфа, ул. Ленина, д.150",Многоквартирный дом,5,1965-01-01 00:00:00,3360.9
"г Уфа, ул. Ленина, д.150 корп.1",Многоквартирный дом,6,2006-01-01 00:00:00,4018.6
"г Уфа, ул. Ленина, д.150 корп.2",Многоквартирный дом,7,1995-01-01 00:00:00,6493.0
"г Уфа, ул. Ленина, д.150 корп.а",Другое строение,1,2007-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.152",Многоквартирный дом,5,1965-01-01 00:00:00,2678.0
"г Уфа, ул. Ленина, д.154",Многоквартирный дом,5,1994-01-01 00:00:00,1945.3
"г Уфа, ул. Ленина, д.162",Многоквартирный дом,10,1996-01-01 00:00:00,10451.0
"г Уфа, ул. Ленина, д.162 корп.1",Многоквартирный дом,26,2023-01-20 00:00:00,10406.7
"г Уфа, ул. Ленина, д.21",Многоквартирный дом,5,1958-01-01 00:00:00,3725.6
"г Уфа, ул. Ленина, д.31 корп.33",Многоквартирный дом,6,1958-01-01 00:00:00,7454.5
"г Уфа, ул. Ленина, д.32 корп.1",Другое строение,5,,0.01
"г Уфа, ул. Ленина, д.33 корп.1",Многоквартирный дом,6,2007-01-01 00:00:00,3689.2
"г Уфа, ул. Ленина, д.37",Другое строение,2,1933-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.37 корп.1",Многоквартирный дом,6,2007-01-01 00:00:00,1912.5
"г Уфа, ул. Ленина, д.37*",Другое строение,0,,
"г Уфа, ул. Ленина, д.39",Другое строение,1,1917-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.39 корп.2",Многоквартирный дом,2,1917-01-01 00:00:00,515.28
"г Уфа, ул. Ленина, д.43",Многоквартирный дом,5,1959-01-01 00:00:00,5060.1
"г Уфа, ул. Ленина, д.43 корп.1","Административные здания, конторы",2,,88.6
"г Уфа, ул. Ленина, д.47",Многоквартирный дом,5,1959-01-01 00:00:00,3003.5
"г Уфа, ул. Ленина, д.5 корп.2",Другое строение,3,1957-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.5 корп.3","Административные здания, конторы",2,,0.01
"г Уфа, ул. Ленина, д.5 корп.4","Административные здания, конторы",2,,0.01
"г Уфа, ул. Ленина, д.50",Другое строение,3,,0.01
"г Уфа, ул. Ленина, д.51",Многоквартирный дом,4,1936-01-01 00:00:00,2267.72
"г Уфа, ул. Ленина, д.56",Многоквартирный дом,5,1956-01-01 00:00:00,5682.7
"г Уфа, ул. Ленина, д.59",Многоквартирный дом,9,1963-01-01 00:00:00,2622.3
"г Уфа, ул. Ленина, д.60",Многоквартирный дом,7,2001-01-01 00:00:00,1750.9
"г Уфа, ул. Ленина, д.61",Другое строение,3,1986-01-01 00:00:00,0.05
"г Уфа, ул. Ленина, д.62",Другое строение,3,2002-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.63",Многоквартирный дом,3,1931-01-01 00:00:00,1227.65
"г Уфа, ул. Ленина, д.65",Многоквартирный дом,3,1931-01-01 00:00:00,1239.9
"г Уфа, ул. Ленина, д.65 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Ленина, д.65 корп.2",Другое строение,1,2006-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.65 корп.4",Другое строение,6,2007-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.65 корп.5",Другое строение,1,1997-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.65 корп.а",Многоквартирный дом,4,1953-01-01 00:00:00,1561.8
"г Уфа, ул. Ленина, д.65/5*",Другое строение,0,,
"г Уфа, ул. Ленина, д.66",Многоквартирный дом,4,1917-01-01 00:00:00,650.9
"г Уфа, ул. Ленина, д.7",Другое строение,4,1917-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.70",Другое строение,7,,0.09
"г Уфа, ул. Ленина, д.72",Многоквартирный дом,5,1957-01-01 00:00:00,8245.5
"г Уфа, ул. Ленина, д.74",Многоквартирный дом,5,1963-01-01 00:00:00,3361.4
"г Уфа, ул. Ленина, д.75",Многоквартирный дом,14,2019-10-01 00:00:00,0.06
"г Уфа, ул. Ленина, д.77",Другое строение,14,2018-10-02 00:00:00,0.02
"г Уфа, ул. Ленина, д.83",Многоквартирный дом,10,1991-01-01 00:00:00,6065.8
"г Уфа, ул. Ленина, д.87",Многоквартирный дом,5,1967-01-01 00:00:00,3281.8
"г Уфа, ул. Ленина, д.95",Многоквартирный дом,5,1970-01-01 00:00:00,3981.2
"г Уфа, ул. Ленина, д.97",Многоквартирный дом,13,1998-01-01 00:00:00,7333.9
"г Уфа, ул. Ленина, д.97 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,3876.3
"г Уфа, ул. Ленина, д.97 корп.2",Многоквартирный дом,5,1975-01-01 00:00:00,3455.6
"г Уфа, ул. Ленина, д.99",Многоквартирный дом,18,2007-01-01 00:00:00,23279.17
"г Уфа, ул. Ленина, д.99 корп.1",Многоквартирный дом,10,2004-01-01 00:00:00,5526.2
"г Уфа, ул. Ленина, д.99 корп.2",Другое строение,0,2013-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.99 корп.2",Другое строение,3,2013-01-01 00:00:00,0.01
"г Уфа, ул. Ленина, д.99 корп.3",Другое строение,3,2013-01-01 00:00:00,0.01
"г Уфа, ул. Лермонтова, д.24",Многоквартирный дом,2,1951-01-01 00:00:00,394.7
"г Уфа, ул. Лесотехникума, д.10",Многоквартирный дом,3,1957-01-01 00:00:00,1132.8
"г Уфа, ул. Лесотехникума, д.100",Многоквартирный дом,3,1979-01-01 00:00:00,1147.08
"г Уфа, ул. Лесотехникума, д.14",Многоквартирный дом,3,1958-01-01 00:00:00,1148.2
"г Уфа, ул. Лесотехникума, д.16",Многоквартирный дом,12,1977-01-01 00:00:00,2820.6
"г Уфа, ул. Лесотехникума, д.16 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Лесотехникума, д.18",Многоквартирный дом,9,1977-01-01 00:00:00,4349.3
"г Уфа, ул. Лесотехникума, д.18 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Лесотехникума, д.20",Многоквартирный дом,12,1977-01-01 00:00:00,2904.7
"г Уфа, ул. Лесотехникума, д.20 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Лесотехникума, д.21",Многоквартирный дом,21,,27284.9
"г Уфа, ул. Лесотехникума, д.22",Многоквартирный дом,9,1977-01-01 00:00:00,4364.1
"г Уфа, ул. Лесотехникума, д.22 корп.2",Многоквартирный дом,9,2009-01-01 00:00:00,3490.3
"г Уфа, ул. Лесотехникума, д.24",Многоквартирный дом,12,1979-01-01 00:00:00,2808.1
"г Уфа, ул. Лесотехникума, д.24 корп.1",Другое строение,12,,0.01
"г Уфа, ул. Лесотехникума, д.26",Многоквартирный дом,9,1976-01-01 00:00:00,4377.9
"г Уфа, ул. Лесотехникума, д.26 корп.2",Многоквартирный дом,13,2005-01-01 00:00:00,14939.2
"г Уфа, ул. Лесотехникума, д.28",Многоквартирный дом,12,1981-01-01 00:00:00,2800.5
"г Уфа, ул. Лесотехникума, д.30",Многоквартирный дом,12,1981-01-01 00:00:00,2784.6
"г Уфа, ул. Лесотехникума, д.32",Многоквартирный дом,10,1981-01-01 00:00:00,4068.1
"г Уфа, ул. Лесотехникума, д.32 корп.1",Многоквартирный дом,12,1982-01-01 00:00:00,2798.3
"г Уфа, ул. Лесотехникума, д.34",Многоквартирный дом,9,1981-01-01 00:00:00,3862.7
"г Уфа, ул. Лесотехникума, д.34 корп.1",Многоквартирный дом,9,1984-01-01 00:00:00,2848.9
"г Уфа, ул. Лесотехникума, д.49",Другое строение,3,,0.01
"г Уфа, ул. Лесотехникума, д.49 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Лесотехникума, д.49 корп.1",Другое строение,4,,0.08
"г Уфа, ул. Лесотехникума, д.53",Другое строение,3,,0.01
"г Уфа, ул. Лесотехникума, д.53*потери",Другое строение,0,,
"г Уфа, ул. Лесотехникума, д.92",Другое строение,1,,0.01
"г Уфа, ул. Лесотехникума, д.92",Другое строение,3,,0.04
"г Уфа, ул. Лесотехникума, д.92 корп.1",Другое строение,4,,0.01
"г Уфа, ул. Лесотехникума, д.92 корп.2",Другое строение,1,,0.01
"г Уфа, ул. Лесотехникума, д.92 корп.2",Другое строение,4,,0.01
"г Уфа, ул. Лесотехникума, д.92 корп.3",Многоквартирный дом,9,1979-01-01 00:00:00,3811.23
"г Уфа, ул. Лесотехникума, д.98",Многоквартирный дом,4,1979-01-01 00:00:00,1707.7
"г Уфа, ул. Летчика Кобелева, д.1  стр.Г, Д",Многоквартирный дом,19,,0.01
"г Уфа, ул. Летчика Кобелева, д.1  стр.Е, Ж, И",Многоквартирный дом,19,,0.01
"г Уфа, ул. Летчика Кобелева, д.1 корп.А, Б, В",Многоквартирный дом,19,,0.01
"г Уфа, ул. Летчика Кобелева, д.3",Многоквартирный дом,18,2019-09-01 00:00:00,19913.0
"г Уфа, ул. Летчика Кобелева, д.3 корп.1",Многоквартирный дом,28,,13406.22
"г Уфа, ул. Летчика Кобелева, д.3 корп.2",Многоквартирный дом,27,2020-08-01 00:00:00,13400.7
"г Уфа, ул. Летчика Кобелева, д.3 корп.3* потери",Другое строение,0,,
"г Уфа, ул. Летчика Кобелева, д.3/3",Многоквартирный дом,26,2018-09-01 00:00:00,12708.3
"г Уфа, ул. Летчиков, д.1",Другое строение,1,,0.08
"г Уфа, ул. Летчиков, д.1",Другое строение,4,,0.4
"г Уфа, ул. Летчиков, д.1",Многоквартирный дом,4,1999-01-01 00:00:00,3925.2
"г Уфа, ул. Летчиков, д.1 корп.2",Многоквартирный дом,11,2013-01-01 00:00:00,7671.0
"г Уфа, ул. Летчиков, д.1 корп.3 потери",Другое строение,0,,0.0
"г Уфа, ул. Летчиков, д.1 корп.3 ЦТП-437",Другое строение,1,,0.01
"г Уфа, ул. Летчиков, д.1 корп.8",Многоквартирный дом,10,,9064.61
"г Уфа, ул. Летчиков, д.1 корп.9",Многоквартирный дом,16,,0.02
"г Уфа, ул. Летчиков, д.11",Многоквартирный дом,18,2013-01-01 00:00:00,9923.1
"г Уфа, ул. Летчиков, д.12 корп.1",Дет.ясли и сады,1,2012-01-01 00:00:00,0.01
"г Уфа, ул. Летчиков, д.14",Многоквартирный дом,20,2014-01-01 00:00:00,11297.7
"г Уфа, ул. Летчиков, д.14 корп.1",Многоквартирный дом,15,2012-01-01 00:00:00,8199.3
"г Уфа, ул. Летчиков, д.16 корп.1",Многоквартирный дом,19,2013-01-01 00:00:00,4859.2
"г Уфа, ул. Летчиков, д.18",Многоквартирный дом,13,2013-01-01 00:00:00,9925.8
"г Уфа, ул. Летчиков, д.2",Другое строение,1,1993-01-01 00:00:00,0.19
"г Уфа, ул. Летчиков, д.2 корп.1",Многоквартирный дом,17,2009-01-01 00:00:00,16673.9
"г Уфа, ул. Летчиков, д.2 корп.2",Другое строение,1,1978-01-01 00:00:00,0.06
"г Уфа, ул. Летчиков, д.2 корп.3",Другое строение,1,2004-01-01 00:00:00,0.07
"г Уфа, ул. Летчиков, д.2 корп.4",Групповая станция смешения,1,2005-01-01 00:00:00,0.06
"г Уфа, ул. Летчиков, д.2 корп.5",Другое строение,1,,0.01
"г Уфа, ул. Летчиков, д.2 корп.5",Многоквартирный дом,18,2017-01-01 00:00:00,9527.5
"г Уфа, ул. Летчиков, д.2 корп.6",Другое строение,1,,0.07
"г Уфа, ул. Летчиков, д.2 корп.б",Другое строение,1,2020-01-01 00:00:00,0.03
"г Уфа, ул. Летчиков, д.2 корп.б",Многоквартирный дом,18,2021-01-01 00:00:00,9126.4
"г Уфа, ул. Летчиков, д.2 корп.д",Многоквартирный дом,16,2016-01-01 00:00:00,19012.77
"г Уфа, ул. Летчиков, д.20",Многоквартирный дом,14,2012-01-01 00:00:00,7316.0
"г Уфа, ул. Летчиков, д.3",Другое строение,1,,0.02
"г Уфа, ул. Летчиков, д.3 корп.1",Многоквартирный дом,5,1987-01-01 00:00:00,2040.2
"г Уфа, ул. Летчиков, д.3 корп.2",Многоквартирный дом,12,2013-01-01 00:00:00,4149.3
"г Уфа, ул. Летчиков, д.4",Многоквартирный дом,9,1990-01-01 00:00:00,8609.1
"г Уфа, ул. Летчиков, д.4 корп.1",Многоквартирный дом,9,1991-01-01 00:00:00,4300.9
"г Уфа, ул. Летчиков, д.4 корп.2",Многоквартирный дом,10,2000-01-01 00:00:00,4633.5
"г Уфа, ул. Летчиков, д.4 корп.3",Многоквартирный дом,10,2004-01-01 00:00:00,4951.7
"г Уфа, ул. Летчиков, д.4 корп.4",Многоквартирный дом,9,2005-01-01 00:00:00,3797.3
"г Уфа, ул. Летчиков, д.5",Многоквартирный дом,5,1986-01-01 00:00:00,4448.11
"г Уфа, ул. Летчиков, д.5 корп.1",Многоквартирный дом,5,1987-01-01 00:00:00,2011.5
"г Уфа, ул. Летчиков, д.5 корп.2",Многоквартирный дом,5,1987-01-01 00:00:00,2006.0
"г Уфа, ул. Летчиков, д.5 корп.3",Многоквартирный дом,5,1987-01-01 00:00:00,2005.4
"г Уфа, ул. Летчиков, д.5 корп.4",Многоквартирный дом,5,1988-01-01 00:00:00,4482.0
"г Уфа, ул. Летчиков, д.5 корп.5",Многоквартирный дом,5,1990-01-01 00:00:00,4519.2
"г Уфа, ул. Летчиков, д.6",Многоквартирный дом,9,1989-01-01 00:00:00,8754.4
"г Уфа, ул. Летчиков, д.6 корп.1",Дет.ясли и сады,1,1990-01-01 00:00:00,0.01
"г Уфа, ул. Летчиков, д.8",Многоквартирный дом,9,1991-01-01 00:00:00,3979.6
"г Уфа, ул. Летчиков, д.8 корп.1",Многоквартирный дом,9,2000-01-01 00:00:00,3892.6
"г Уфа, ул. Летчиков, д.8 корп.2",Школы и ВУЗ,1,1992-01-01 00:00:00,0.01
"г Уфа, ул. Летчиков, д.9",Многоквартирный дом,18,2013-01-01 00:00:00,26226.5
"г Уфа, ул. Лизы Чайкиной, д.21",Другое строение,2,,0.01
"г Уфа, ул. Лизы Чайкиной, д.25","Административные здания, конторы",0,,0.02
"г Уфа, ул. Лизы Чайкиной, д.25",Другое строение,3,,0.15
"г Уфа, ул. Ломоносова, д.16",Многоквартирный дом,2,1952-01-01 00:00:00,413.9
"г Уфа, ул. Ломоносова, д.18",Многоквартирный дом,2,1952-01-01 00:00:00,393.3
"г Уфа, ул. Ломоносова, д.2",Другое строение,2,,0.01
"г Уфа, ул. Ломоносова, д.8",Многоквартирный дом,2,1952-01-01 00:00:00,432.4
"г Уфа, ул. Луганская, д.3",Другое строение,5,,0.01
"г Уфа, ул. Луганская, д.3 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Льва Толстого, д.1",Многоквартирный дом,4,1949-01-01 00:00:00,3614.0
"г Уфа, ул. Льва Толстого, д.11",Другое строение,2,,0.02
"г Уфа, ул. Льва Толстого, д.13",Многоквартирный дом,12,2000-01-01 00:00:00,11723.1
"г Уфа, ул. Льва Толстого, д.13*",Другое строение,0,,
"г Уфа, ул. Льва Толстого, д.18",Многоквартирный дом,3,1958-01-01 00:00:00,1219.9
"г Уфа, ул. Льва Толстого, д.20",Многоквартирный дом,13,2017-11-30 00:00:00,8142.41
"г Уфа, ул. Льва Толстого, д.21",Другое строение,0,,0.01
"г Уфа, ул. Льва Толстого, д.21",Другое строение,3,,0.01
"г Уфа, ул. Льва Толстого, д.28",Другое строение,2,,0.03
"г Уфа, ул. Льва Толстого, д.28 корп.1",Другое строение,2,,0.03
"г Уфа, ул. Льва Толстого, д.3",Многоквартирный дом,4,1940-01-01 00:00:00,2364.6
"г Уфа, ул. Льва Толстого, д.30 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Льва Толстого, д.4",Многоквартирный дом,2,1932-01-01 00:00:00,593.7
"г Уфа, ул. Льва Толстого, д.5",Многоквартирный дом,4,1940-01-01 00:00:00,2336.5
"г Уфа, ул. Львовская, д.3",Многоквартирный дом,2,1955-01-01 00:00:00,421.3
"г Уфа, ул. Львовская, д.4",Другое строение,0,,0.02
"г Уфа, ул. Львовская, д.5",Многоквартирный дом,3,1955-01-01 00:00:00,626.1
"г Уфа, ул. Майская, д.1",Многоквартирный дом,2,1971-01-01 00:00:00,724.4
"г Уфа, ул. Майская, д.1 корп.А",Многоквартирный дом,2,1973-01-01 00:00:00,1115.5
"г Уфа, ул. Майская, д.5",Многоквартирный дом,2,1947-01-01 00:00:00,409.6
"г Уфа, ул. Майская, д.5 корп.А",Многоквартирный дом,2,1977-01-01 00:00:00,744.2
"г Уфа, ул. Майская, д.7",Многоквартирный дом,2,1972-01-01 00:00:00,726.2
"г Уфа, ул. Майская, д.7 корп.А",Многоквартирный дом,2,1973-01-01 00:00:00,693.1
"г Уфа, ул. Майская, д.9",Многоквартирный дом,2,1957-01-01 00:00:00,384.5
"г Уфа, ул. Майская, д.9 корп.А",Многоквартирный дом,2,1957-01-01 00:00:00,373.5
"г Уфа, ул. Максима Горького, д.35",Другое строение,11,,0.01
"г Уфа, ул. Максима Горького, д.35 корп.а",Многоквартирный дом,2,1958-01-01 00:00:00,639.9
"г Уфа, ул. Максима Горького, д.36",Другое строение,5,,0.01
"г Уфа, ул. Максима Горького, д.38",Многоквартирный дом,3,1959-01-01 00:00:00,1107.5
"г Уфа, ул. Максима Горького, д.39",Многоквартирный дом,3,1958-01-01 00:00:00,1129.0
"г Уфа, ул. Максима Горького, д.40",Многоквартирный дом,3,1958-01-01 00:00:00,1256.7
"г Уфа, ул. Максима Горького, д.41",Многоквартирный дом,3,1959-01-01 00:00:00,1110.2
"г Уфа, ул. Максима Горького, д.42",Другое строение,2,,0.01
"г Уфа, ул. Максима Горького, д.43",Другое строение,1,,0.01
"г Уфа, ул. Максима Горького, д.44",Многоквартирный дом,18,2016-01-01 00:00:00,11760.3
"г Уфа, ул. Максима Горького, д.44*потери",Другое строение,0,,
"г Уфа, ул. Максима Горького, д.44/1",Многоквартирный дом,18,2018-10-01 00:00:00,5110.6
"г Уфа, ул. Максима Горького, д.46",Многоквартирный дом,18,2018-01-01 00:00:00,13850.91
"г Уфа, ул. Максима Горького, д.47",Другое строение,4,,0.01
"г Уфа, ул. Максима Горького, д.49",Многоквартирный дом,2,1951-01-01 00:00:00,386.1
"г Уфа, ул. Максима Горького, д.51",Автостоянка,3,2016-01-01 00:00:00,0.02
"г Уфа, ул. Максима Горького, д.51 потери*",Другое строение,0,,0.01
"г Уфа, ул. Максима Горького, д.52",Многоквартирный дом,10,2013-01-01 00:00:00,9099.4
"г Уфа, ул. Максима Горького, д.52*",Другое строение,0,,
"г Уфа, ул. Максима Горького, д.54",Многоквартирный дом,12,2014-01-01 00:00:00,11256.2
"г Уфа, ул. Максима Горького, д.54*",Другое строение,0,,
"г Уфа, ул. Максима Горького, д.56",Многоквартирный дом,12,2012-01-01 00:00:00,9120.54
"г Уфа, ул. Максима Горького, д.68",Другое строение,0,,0.01
"г Уфа, ул. Максима Горького, д.68",Многоквартирный дом,9,2013-01-01 00:00:00,4342.7
"г Уфа, ул. Максима Горького, д.69 корп.а",Другое строение,5,,0.01
"г Уфа, ул. Максима Горького, д.70",Другое строение,4,1987-01-01 00:00:00,0.01
"г Уфа, ул. Максима Горького, д.70 корп.1",Многоквартирный дом,10,2012-01-01 00:00:00,3350.81
"г Уфа, ул. Максима Горького, д.71",Другое строение,2,,0.01
"г Уфа, ул. Максима Горького, д.76",Многоквартирный дом,5,1958-01-01 00:00:00,7028.7
"г Уфа, ул. Максима Горького, д.77",Другое строение,2,,0.01
"г Уфа, ул. Максима Горького, д.83",Другое строение,3,,0.01
"г Уфа, ул. Максима Горького, д.85",Другое строение,2,,0.03
"г Уфа, ул. Максима Рыльского, д.10",Другое строение,2,,0.0
"г Уфа, ул. Максима Рыльского, д.10 корп.1",Многоквартирный дом,9,1986-01-01 00:00:00,11116.3
"г Уфа, ул. Максима Рыльского, д.10 корп.2",Другое строение,2,,0.01
"г Уфа, ул. Максима Рыльского, д.11",Многоквартирный дом,9,1987-01-01 00:00:00,11363.4
"г Уфа, ул. Максима Рыльского, д.11 корп.1",Многоквартирный дом,16,2013-01-01 00:00:00,8254.9
"г Уфа, ул. Максима Рыльского, д.12",Многоквартирный дом,19,1998-01-01 00:00:00,6450.7
"г Уфа, ул. Максима Рыльского, д.12 корп.1",Многоквартирный дом,9,1986-01-01 00:00:00,7574.7
"г Уфа, ул. Максима Рыльского, д.12 корп.2",Многоквартирный дом,12,1986-01-01 00:00:00,4709.3
"г Уфа, ул. Максима Рыльского, д.13",Многоквартирный дом,12,1990-01-01 00:00:00,14059.6
"г Уфа, ул. Максима Рыльского, д.13 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Максима Рыльского, д.13 корп.2",Другое строение,2,2014-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.14",Другое строение,2,,0.01
"г Уфа, ул. Максима Рыльского, д.14 корп.1",Многоквартирный дом,9,1986-01-01 00:00:00,11215.2
"г Уфа, ул. Максима Рыльского, д.14 корп.2",Другое строение,2,1988-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.17",Многоквартирный дом,9,1993-01-01 00:00:00,3857.1
"г Уфа, ул. Максима Рыльского, д.18",Многоквартирный дом,9,1989-01-01 00:00:00,9525.7
"г Уфа, ул. Максима Рыльского, д.19",Многоквартирный дом,9,1993-01-01 00:00:00,9386.0
"г Уфа, ул. Максима Рыльского, д.2",Многоквартирный дом,18,1996-01-01 00:00:00,6354.2
"г Уфа, ул. Максима Рыльского, д.2 корп.1",Другое строение,2,1996-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.20",Многоквартирный дом,9,1985-01-01 00:00:00,3864.6
"г Уфа, ул. Максима Рыльского, д.20 корп.1",Многоквартирный дом,12,1989-01-01 00:00:00,5469.2
"г Уфа, ул. Максима Рыльского, д.20 корп.2",Другое строение,2,1989-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.21",Многоквартирный дом,12,1993-01-01 00:00:00,2743.6
"г Уфа, ул. Максима Рыльского, д.21 корп.1",Многоквартирный дом,12,1993-01-01 00:00:00,2766.2
"г Уфа, ул. Максима Рыльского, д.21 корп.2",Многоквартирный дом,12,1993-01-01 00:00:00,2814.7
"г Уфа, ул. Максима Рыльского, д.21 корп.3",Многоквартирный дом,9,2001-01-01 00:00:00,3712.6
"г Уфа, ул. Максима Рыльского, д.22",Многоквартирный дом,17,2011-01-01 00:00:00,9006.5
"г Уфа, ул. Максима Рыльского, д.23",Другое строение,3,2005-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.24",Многоквартирный дом,9,1989-01-01 00:00:00,3821.6
"г Уфа, ул. Максима Рыльского, д.24 корп.1",Многоквартирный дом,12,1990-01-01 00:00:00,5570.9
"г Уфа, ул. Максима Рыльского, д.24 корп.2",Многоквартирный дом,9,1989-01-01 00:00:00,18852.2
"г Уфа, ул. Максима Рыльского, д.25",Многоквартирный дом,12,1993-01-01 00:00:00,2739.0
"г Уфа, ул. Максима Рыльского, д.25 корп.1",Многоквартирный дом,12,1993-01-01 00:00:00,2744.4
"г Уфа, ул. Максима Рыльского, д.25 корп.2",Многоквартирный дом,12,1993-01-01 00:00:00,2789.8
"г Уфа, ул. Максима Рыльского, д.26",Многоквартирный дом,9,1989-01-01 00:00:00,5770.6
"г Уфа, ул. Максима Рыльского, д.26 корп.2",Другое строение,3,2008-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.27",Многоквартирный дом,9,1993-01-01 00:00:00,5688.8
"г Уфа, ул. Максима Рыльского, д.28",Многоквартирный дом,9,1989-01-01 00:00:00,19094.2
"г Уфа, ул. Максима Рыльского, д.29",Многоквартирный дом,9,1993-01-01 00:00:00,3857.2
"г Уфа, ул. Максима Рыльского, д.29 корп.1",Многоквартирный дом,9,1993-01-01 00:00:00,5659.6
"г Уфа, ул. Максима Рыльского, д.3",Многоквартирный дом,12,1989-01-01 00:00:00,11311.2
"г Уфа, ул. Максима Рыльского, д.3 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Максима Рыльского, д.30",Многоквартирный дом,19,2006-01-01 00:00:00,6685.4
"г Уфа, ул. Максима Рыльского, д.31",Многоквартирный дом,19,2006-01-01 00:00:00,6730.1
"г Уфа, ул. Максима Рыльского, д.4",Многоквартирный дом,9,1986-01-01 00:00:00,7658.7
"г Уфа, ул. Максима Рыльского, д.4 корп.1",Другое строение,2,1991-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.5",Многоквартирный дом,12,1988-01-01 00:00:00,14039.2
"г Уфа, ул. Максима Рыльского, д.5 корп.1",Другое строение,2,1988-01-01 00:00:00,0.01
"г Уфа, ул. Максима Рыльского, д.6 корп.1",Многоквартирный дом,9,1986-01-01 00:00:00,11247.9
"г Уфа, ул. Максима Рыльского, д.7",Многоквартирный дом,9,1987-01-01 00:00:00,11328.3
"г Уфа, ул. Максима Рыльского, д.7 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Максима Рыльского, д.8",Многоквартирный дом,18,1997-01-01 00:00:00,6334.4
"г Уфа, ул. Максима Рыльского, д.8 корп.1",Многоквартирный дом,9,1986-01-01 00:00:00,7596.4
"г Уфа, ул. Максима Рыльского, д.8 корп.2",Многоквартирный дом,12,1986-01-01 00:00:00,4729.8
"г Уфа, ул. Максима Рыльского, д.9",Многоквартирный дом,12,1989-01-01 00:00:00,13884.5
"г Уфа, ул. Максима Рыльского, д.9 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Максима Рыльского, д.9 корп.2",Многоквартирный дом,10,2007-01-01 00:00:00,6961.1
"г Уфа, ул. Малая Гражданская, д.35",Другое строение,2,,0.01
"г Уфа, ул. Малая Гражданская, д.35 корп..",Другое строение,0,,0.01
"г Уфа, ул. Малая Гражданская, д.35 корп.а",Другое строение,3,,0.01
"г Уфа, ул. Малая Тихорецкая, д.1",Многоквартирный дом,2,1950-01-01 00:00:00,415.92
"г Уфа, ул. Малая Тихорецкая, д.10",Другое строение,3,1958-01-01 00:00:00,0.01
"г Уфа, ул. Малая Тихорецкая, д.3",Многоквартирный дом,2,1950-01-01 00:00:00,0.0
"г Уфа, ул. Малая Шелководная, д.3","Учебное заведение, комбинат, центр",3,1964-01-01 00:00:00,0.0
"г Уфа, ул. Маршала Жукова, д.1/2",Многоквартирный дом,16,2018-01-01 00:00:00,11398.25
"г Уфа, ул. Маршала Жукова, д.10",Другое строение,3,,0.01
"г Уфа, ул. Маршала Жукова, д.11",Другое строение,2,1996-01-01 00:00:00,0.01
"г Уфа, ул. Маршала Жукова, д.11 корп.2",Многоквартирный дом,13,2005-01-01 00:00:00,5243.4
"г Уфа, ул. Маршала Жукова, д.11 корп.А",Многоквартирный дом,9,1984-01-01 00:00:00,3873.2
"г Уфа, ул. Маршала Жукова, д.11 корп.Б",Многоквартирный дом,9,1984-01-01 00:00:00,1692.8
